No,Name,Type,Abilities,HP,Att,Def,S.Att,S.Def,Spd
0260,Swampert,"water, ground",Swift Swim,100,150,110,95,110,70
0270,Lotad,"water, grass","Swift Swim, Rain Dish, Own Tempo",40,30,30,40,50,30
0271,Lombre,"water, grass","Swift Swim, Rain Dish, Own Tempo",60,50,50,60,70,50
0272,Ludicolo,"water, grass","Swift Swim, Rain Dish, Own Tempo",80,70,70,90,100,70
0278,Wingull,"water, flying","Keen Eye, Hydration, Rain Dish",40,30,30,55,30,85
0279,Pelipper,"water, flying","Keen Eye, Drizzle, Rain Dish",60,50,100,95,70,65
0283,Surskit,"bug, water","Swift Swim, Rain Dish",40,30,32,50,52,65
0318,Carvanha,"water, dark","Rough Skin, Speed Boost",45,90,20,65,20,65
0319,Sharpedo,"water, dark","Rough Skin, Speed Boost",70,120,40,95,40,95
0319,Sharpedo,"water, dark",Strong Jaw,70,140,70,110,65,105
0320,Wailmer,water,"Water Veil, Oblivious, Pressure",130,70,35,70,35,60
0321,Wailord,water,"Water Veil, Oblivious, Pressure",170,90,45,90,45,60
0339,Barboach,"water, ground","Oblivious, Anticipation, Hydration",50,48,43,46,41,60
0340,Whiscash,"water, ground","Oblivious, Anticipation, Hydration",110,78,73,76,71,60
0341,Corphish,water,"Hyper Cutter, Shell Armor, Adaptability",43,80,65,50,35,35
0342,Crawdaunt,"water, dark","Hyper Cutter, Shell Armor, Adaptability",63,120,85,90,55,55
0349,Feebas,water,"Swift Swim, Oblivious, Adaptability",20,15,20,10,55,80
0350,Milotic,water,"Marvel Scale, Competitive, Cute Charm",95,60,79,100,125,81
0351,Castform,water,Forecast,70,70,70,70,70,70
0363,Spheal,"ice, water","Thick Fat, Ice Body, Oblivious",70,40,50,55,50,25
0364,Sealeo,"ice, water","Thick Fat, Ice Body, Oblivious",90,60,70,75,70,45
0365,Walrein,"ice, water","Thick Fat, Ice Body, Oblivious",110,80,90,95,90,65
0366,Clamperl,water,"Shell Armor, Rattled",35,64,85,74,55,32
0367,Huntail,water,"Swift Swim, Water Veil",55,104,105,94,75,52
0368,Gorebyss,water,"Swift Swim, Hydration",55,84,105,114,75,52
0369,Relicanth,"water, rock","Swift Swim, Rock Head, Sturdy",100,90,130,45,65,55
0370,Luvdisc,water,"Swift Swim, Hydration",43,30,55,40,65,97
0382,Kyogre,water,Drizzle,100,100,90,150,140,90
0382,Kyogre,water,Primordial Sea,100,150,90,180,160,90
0393,Piplup,water,"Torrent, Defiant",53,51,53,61,56,40
0394,Prinplup,water,"Torrent, Defiant",64,66,68,81,76,50
0395,Empoleon,"water, steel","Torrent, Defiant",84,86,88,111,101,60
0400,Bibarel,"normal, water","Simple, Unaware, Moody",79,85,60,55,60,71
0418,Buizel,water,"Swift Swim, Water Veil",55,65,35,60,30,85
0419,Floatzel,water,"Swift Swim, Water Veil",85,105,55,85,50,115
0422,Shellos,water,"Sticky Hold, Storm Drain, Sand Force",76,48,48,57,62,34
0423,Gastrodon,"water, ground","Sticky Hold, Storm Drain, Sand Force",111,83,68,92,82,39
0456,Finneon,water,"Swift Swim, Storm Drain, Water Veil",49,49,56,49,61,66
0457,Lumineon,water,"Swift Swim, Storm Drain, Water Veil",69,69,76,69,86,91
0458,Mantyke,"water, flying","Swift Swim, Water Absorb, Water Veil",45,20,50,60,120,50
0479,Rotom,"electric, water",Levitate,50,65,107,105,107,86
0484,Palkia,"water, dragon","Pressure, Telepathy",90,120,100,150,120,100
0489,Phione,water,Hydration,80,80,80,80,80,80
0490,Manaphy,water,Hydration,100,100,100,100,100,100
0493,Arceus,water,Multitype,120,120,120,120,120,120
0501,Oshawott,water,"Torrent, Shell Armor",55,55,45,63,45,45
0502,Dewott,water,"Torrent, Shell Armor",75,75,60,83,60,60
0503,Samurott,water,"Torrent, Shell Armor",95,100,85,108,70,70
0515,Panpour,water,"Gluttony, Torrent",50,53,48,53,48,64
0516,Simipour,water,"Gluttony, Torrent",75,98,63,98,63,101
0535,Tympole,water,"Swift Swim, Hydration, Water Absorb",50,50,40,50,40,64
0536,Palpitoad,"water, ground","Swift Swim, Hydration, Water Absorb",75,65,55,65,55,69
0537,Seismitoad,"water, ground","Swift Swim, Poison Touch, Water Absorb",105,95,75,85,75,74
0550,Basculin,water,"Reckless, Adaptability, Mold Breaker",70,92,65,80,55,98
0550,Basculin,water,"Rock Head, Adaptability, Mold Breaker",70,92,65,80,55,98
0564,Tirtouga,"water, rock","Solid Rock, Sturdy, Swift Swim",54,78,103,53,45,22
0565,Carracosta,"water, rock","Solid Rock, Sturdy, Swift Swim",74,108,133,83,65,32
0580,Ducklett,"water, flying","Keen Eye, Big Pecks, Hydration",62,44,50,44,50,55
0581,Swanna,"water, flying","Keen Eye, Big Pecks, Hydration",75,87,63,87,63,98
0592,Frillish,"water, ghost","Water Absorb, Cursed Body, Damp",55,40,50,65,85,40
0593,Jellicent,"water, ghost","Water Absorb, Cursed Body, Damp",100,60,70,85,105,60
0594,Alomomola,water,"Healer, Hydration, Regenerator",165,75,80,40,45,65
0647,Keldeo,"water, fighting",Justified,91,72,90,129,90,108
0647,Keldeo,"water, fighting",Justified,91,72,90,129,90,108
0656,Froakie,water,"Torrent, Protean",41,56,40,62,44,71
0657,Frogadier,water,"Torrent, Protean",54,63,52,83,56,97
0658,Greninja,"water, dark","Torrent, Protean",72,95,67,103,71,122
0658,Greninja,"water, dark",Battle Bond,72,145,67,153,71,132
0688,Binacle,"rock, water","Tough Claws, Sniper, Pickpocket",42,52,67,39,56,50
0689,Barbaracle,"rock, water","Tough Claws, Sniper, Pickpocket",72,105,115,54,86,68
0690,Skrelp,"poison, water","Poison Point, Poison Touch, Adaptability",50,60,60,60,60,30
0692,Clauncher,water,Mega Launcher,50,53,62,58,63,44
0693,Clawitzer,water,Mega Launcher,71,73,88,120,89,59
0721,Volcanion,"fire, water",Water Absorb,80,110,120,130,90,70
0728,Popplio,water,"Torrent, Liquid Voice",50,54,54,66,56,40
0729,Brionne,water,"Torrent, Liquid Voice",60,69,69,91,81,50
0730,Primarina,"water, fairy","Torrent, Liquid Voice",80,74,74,126,116,60
0746,Wishiwashi,water,Schooling,45,20,20,25,25,40
0746,Wishiwashi,water,Schooling,45,140,130,140,135,30
0747,Mareanie,"poison, water","Merciless, Limber, Regenerator",50,53,62,43,52,45
0748,Toxapex,"poison, water","Merciless, Limber, Regenerator",50,63,152,53,142,35
0751,Dewpider,"water, bug","Water Bubble, Water Absorb",38,40,52,40,72,27
0752,Araquanid,"water, bug","Water Bubble, Water Absorb",68,70,92,50,132,42
0767,Wimpod,"bug, water",Wimp Out,25,35,40,20,30,80
0768,Golisopod,"bug, water",Emergency Exit,75,125,140,60,90,40
0771,Pyukumuku,water,"Innards Out, Unaware",55,60,130,30,130,5
0773,Silvally,water,RKS System,95,95,95,95,95,95
0779,Bruxish,"water, psychic","Dazzling, Strong Jaw, Wonder Skin",68,105,70,70,70,92
0788,Tapu Fini,"water, fairy","Misty Surge, Telepathy",70,75,115,95,130,85
